Tyre Life Span (Years),Tyre Life in Kilometers,Tyre Width,Required Tyre Pressure,Maximum Safe Tyre Speed,Tyre Brand/Company,Tyre Load Capacity (kg),Tyre Position,Tread Depth (mm),Tyre Temperature (°C),Tyre Type,Seasonal Type,Speed Index,Load Index,Manufacturing Date,Wheel Alignment History,Road Condition Usage,Last Rotation Date,Vehicle Type Compatibility,Tyre Noise Level (dB),TPMS Pressure,TPMS Temperature,Leak Detection,Tread Wear Pattern,Mileage Since Installation,Expected Replacement Date
4,55913,215,35,184,Bridgestone,447,Front Right,7.5,32,Tubeless,All-season,W,86,2022-05-04,Good,Off-road,2024-10-03,Hatchback,65.3,29,63,No,Outer,21846,2026-05-03
5,72486,185,31,209,MRF,571,Front Left,7.9,76,Tube-type,Winter,T,108,2024-02-20,Needs Check,Highway,2024-12-19,Truck,71.9,35,69,No,Outer,15033,2029-02-18
5,36400,185,34,218,Bridgestone,517,Front Right,8.0,41,Tubeless,Winter,Y,101,2021-03-05,Good,City,2024-12-05,Sedan,69.7,29,27,Yes,Center,36250,2026-03-04
4,46803,165,33,225,Pirelli,738,Front Left,2.6,67,Tubeless,Winter,Y,98,2020-10-07,Good,Off-road,2024-12-03,Truck,69.7,33,32,No,Inner,8351,2024-10-06
4,62263,205,31,193,MRF,784,Front Left,2.8,64,Tubeless,All-season,V,103,2024-04-22,Good,Mixed,2024-10-03,Sedan,74.2,31,32,Yes,Even,9026,2028-04-21
3,42863,205,31,184,Pirelli,591,Rear Right,7.3,56,Tube-type,Winter,W,99,2022-03-15,Good,City,2025-06-19,Truck,66.5,28,61,Yes,Center,26143,2025-03-14
5,75619,175,31,240,Bridgestone,767,Rear Right,7.3,31,Tube-type,Summer,W,96,2023-08-31,Misaligned,Highway,2024-09-30,Sedan,69.5,35,25,No,Inner,16580,2028-08-29
5,48110,225,35,192,Apollo,557,Rear Right,5.7,34,Tube-type,Summer,Y,84,2021-06-21,Good,Highway,2024-12-14,Truck,67.1,36,71,No,Inner,10426,2026-06-20
5,42181,205,34,200,Goodyear,755,Rear Left,5.1,43,Tube-type,Winter,H,81,2024-08-08,Good,Highway,2024-10-08,Truck,72.4,33,52,No,Outer,17576,2029-08-07
4,39457,195,35,191,Apollo,799,Rear Left,2.9,38,Tube-type,Summer,V,80,2021-03-06,Misaligned,Highway,2024-10-02,Truck,72.2,35,37,No,Center,9975,2025-03-05
6,35614,175,31,182,Continental,658,Rear Right,5.0,45,Tube-type,All-season,Y,87,2025-02-02,Good,Mixed,2024-10-09,Hatchback,67.0,31,42,Yes,Even,24209,2031-02-01
6,75312,165,30,231,Pirelli,530,Front Right,7.3,71,Tube-type,Summer,W,93,2023-03-22,Misaligned,Highway,2024-09-01,Sedan,65.7,33,54,No,Even,58249,2029-03-20
5,38576,215,30,208,MRF,712,Front Right,4.9,63,Tube-type,Winter,W,97,2025-01-28,Good,City,2024-12-30,Truck,69.3,36,77,Yes,Center,12424,2030-01-27
6,69287,205,30,223,Pirelli,518,Rear Left,7.7,74,Tube-type,Winter,Y,94,2023-05-26,Misaligned,Off-road,2024-10-02,Sedan,65.4,32,35,No,Center,22292,2029-05-24
4,78542,165,32,206,Pirelli,643,Front Right,2.7,66,Tubeless,Summer,Y,88,2021-08-17,Needs Check,Highway,2025-01-26,SUV,72.9,29,77,Yes,Even,18916,2025-08-16
4,71460,195,32,207,Michelin,438,Rear Right,6.0,32,Tubeless,All-season,T,84,2023-08-17,Misaligned,Mixed,2024-10-05,Sedan,73.5,29,36,No,Outer,35421,2027-08-16
5,54747,205,34,236,Continental,474,Front Right,6.6,45,Tubeless,All-season,T,101,2024-05-25,Good,City,2025-01-17,Truck,74.2,31,51,No,Inner,27767,2029-05-24
7,43508,215,32,217,Goodyear,595,Rear Left,5.1,61,Tube-type,Winter,H,86,2024-06-06,Misaligned,Off-road,2024-08-09,Hatchback,66.9,35,41,No,Inner,18263,2031-06-05
5,73211,175,30,208,Pirelli,703,Rear Right,7.7,78,Tubeless,Summer,V,89,2021-08-06,Misaligned,Highway,2024-09-12,Truck,67.1,36,75,No,Inner,46304,2026-08-05
4,48680,215,35,230,Apollo,459,Rear Right,3.9,70,Tube-type,All-season,T,100,2023-07-29,Needs Check,Highway,2024-08-05,Sedan,66.4,30,27,No,Even,45466,2027-07-28
6,49113,195,35,210,Apollo,740,Front Left,3.1,76,Tube-type,Winter,Y,100,2022-04-11,Misaligned,Highway,2025-04-08,SUV,72.2,34,78,Yes,Inner,8403,2028-04-09
7,51866,185,30,230,Pirelli,737,Front Left,7.6,63,Tube-type,Summer,H,90,2021-04-11,Needs Check,Off-road,2024-10-02,SUV,65.6,33,30,Yes,Even,26778,2028-04-09
4,51362,195,31,240,Bridgestone,663,Front Right,3.1,62,Tube-type,Winter,Y,83,2023-09-22,Needs Check,Mixed,2024-12-06,SUV,74.8,32,50,No,Even,26535,2027-09-21
7,54766,165,33,217,Bridgestone,424,Front Right,5.7,34,Tube-type,Summer,H,86,2022-02-18,Misaligned,Mixed,2025-01-29,Sedan,68.1,35,76,Yes,Center,26875,2029-02-16
3,30565,175,31,228,Continental,451,Front Right,6.4,69,Tubeless,Winter,T,90,2022-05-04,Good,Mixed,2025-06-09,SUV,73.9,34,30,Yes,Inner,25004,2025-05-03
6,31525,225,34,203,Apollo,772,Front Right,7.0,72,Tubeless,All-season,W,110,2021-02-16,Good,Highway,2024-11-26,Sedan,71.0,31,77,Yes,Inner,9844,2027-02-15
3,60818,225,32,228,Continental,667,Front Left,2.3,46,Tube-type,Summer,T,101,2020-12-13,Misaligned,Highway,2025-03-24,SUV,67.3,30,37,Yes,Center,55383,2023-12-13
6,77575,225,35,227,Bridgestone,501,Front Right,5.8,57,Tube-type,Winter,H,109,2024-08-28,Good,Mixed,2024-11-28,Truck,65.8,30,66,No,Even,65769,2030-08-27
3,37539,165,34,192,Apollo,537,Rear Right,3.2,29,Tube-type,Summer,V,101,2021-12-28,Needs Check,City,2025-05-13,Hatchback,67.7,36,66,No,Outer,34830,2024-12-27
3,49657,205,35,184,MRF,749,Rear Left,2.2,78,Tubeless,Winter,T,84,2021-04-15,Needs Check,City,2025-03-28,Truck,73.4,30,74,No,Inner,37919,2024-04-14
6,34695,205,34,189,MRF,785,Front Right,6.3,36,Tube-type,Winter,W,91,2025-02-17,Needs Check,Mixed,2024-09-16,Sedan,74.3,35,50,No,Inner,30225,2031-02-16
4,79169,205,35,189,Bridgestone,587,Front Left,3.5,31,Tube-type,All-season,W,100,2024-04-11,Good,Highway,2025-03-04,SUV,74.0,28,78,No,Outer,37593,2028-04-10
5,43888,205,30,185,Pirelli,591,Front Right,7.6,43,Tubeless,All-season,W,89,2022-03-06,Misaligned,City,2025-06-16,SUV,67.2,32,53,Yes,Inner,14935,2027-03-05
7,62601,175,30,187,Pirelli,601,Front Right,6.0,66,Tube-type,Summer,V,101,2024-02-19,Needs Check,City,2025-04-16,Truck,72.1,33,51,Yes,Inner,46486,2031-02-17
4,64794,225,30,207,Goodyear,749,Front Left,3.6,53,Tube-type,All-season,T,87,2021-01-02,Good,Off-road,2024-10-19,Sedan,73.3,36,67,No,Outer,53412,2025-01-01
4,65229,185,32,212,Pirelli,787,Rear Left,3.4,72,Tube-type,Winter,W,98,2023-01-29,Needs Check,Highway,2025-06-24,Hatchback,68.0,32,80,Yes,Outer,15844,2027-01-28
5,70375,225,32,205,Bridgestone,713,Front Right,2.2,43,Tube-type,Summer,V,90,2022-01-25,Good,Off-road,2025-01-16,SUV,69.7,34,74,No,Inner,25820,2027-01-24
6,49490,185,30,202,Apollo,795,Rear Left,6.8,61,Tube-type,All-season,H,80,2024-04-11,Good,Mixed,2025-02-18,SUV,73.2,31,38,No,Outer,8227,2030-04-10
5,36409,165,34,234,Goodyear,685,Rear Right,4.9,35,Tubeless,Winter,H,84,2020-10-10,Misaligned,Mixed,2025-01-14,SUV,71.9,31,45,Yes,Outer,9570,2025-10-09
3,48482,205,30,238,Bridgestone,709,Rear Left,4.9,57,Tubeless,Winter,W,104,2022-03-31,Good,Off-road,2025-06-14,Sedan,67.4,32,34,Yes,Outer,3708,2025-03-30
5,73664,195,32,219,Apollo,705,Front Left,5.9,48,Tube-type,Summer,H,91,2023-12-17,Needs Check,Off-road,2025-04-03,Truck,71.5,28,47,Yes,Even,51002,2028-12-15
4,77505,185,30,197,Michelin,795,Rear Right,3.7,31,Tube-type,All-season,Y,101,2022-01-12,Needs Check,Highway,2024-12-02,Truck,73.1,28,80,No,Inner,4955,2026-01-11
5,39060,175,33,192,MRF,470,Rear Right,4.2,38,Tube-type,Summer,W,86,2021-12-04,Good,Mixed,2024-10-24,Hatchback,70.3,34,36,No,Even,24549,2026-12-03
4,74756,215,30,194,Goodyear,692,Rear Right,2.3,42,Tubeless,All-season,V,85,2023-03-30,Needs Check,City,2025-06-06,Truck,66.1,33,68,Yes,Center,72130,2027-03-29
3,51027,215,30,184,Apollo,473,Front Left,5.0,50,Tubeless,All-season,T,80,2020-12-07,Needs Check,Mixed,2024-09-02,Sedan,74.2,31,77,Yes,Even,326,2023-12-07
4,31190,165,33,211,MRF,476,Rear Right,4.1,54,Tubeless,Winter,V,106,2024-01-07,Misaligned,Mixed,2025-04-20,Hatchback,70.8,30,56,No,Inner,10678,2028-01-06
4,51612,165,35,223,Michelin,569,Front Right,5.4,36,Tubeless,Winter,V,108,2022-03-09,Good,Off-road,2025-05-07,Truck,66.3,29,32,Yes,Even,25070,2026-03-08
7,72270,175,30,227,MRF,657,Rear Right,2.7,49,Tube-type,All-season,Y,98,2021-07-27,Misaligned,Highway,2024-09-23,Hatchback,68.1,34,34,Yes,Outer,23829,2028-07-25
3,58042,175,32,206,Michelin,717,Front Left,2.2,52,Tube-type,Winter,H,106,2020-12-19,Misaligned,Mixed,2025-02-13,Sedan,66.1,35,71,No,Center,54957,2023-12-19
7,55297,185,34,185,Michelin,800,Front Right,6.3,47,Tube-type,All-season,T,106,2024-06-24,Needs Check,Off-road,2025-05-18,Sedan,65.6,31,55,No,Even,45105,2031-06-23
5,56493,185,35,198,Bridgestone,599,Front Left,6.7,41,Tubeless,Winter,Y,93,2022-03-11,Misaligned,Off-road,2025-01-10,Sedan,72.6,31,44,Yes,Center,25108,2027-03-10
3,32733,205,32,221,MRF,507,Rear Left,5.8,54,Tube-type,Summer,Y,93,2023-06-09,Misaligned,Off-road,2024-11-08,Hatchback,70.7,34,43,No,Center,27903,2026-06-08
3,42758,175,31,207,Bridgestone,426,Front Left,5.2,60,Tubeless,Summer,W,82,2023-08-06,Needs Check,City,2024-12-29,Sedan,74.0,29,52,Yes,Outer,38248,2026-08-05
6,62365,175,35,181,Goodyear,638,Rear Right,4.1,36,Tubeless,All-season,Y,90,2022-10-11,Misaligned,Off-road,2025-06-01,SUV,65.7,30,39,Yes,Center,59880,2028-10-09
5,35108,175,30,222,Continental,451,Front Right,5.9,79,Tubeless,All-season,V,82,2022-10-05,Good,Off-road,2025-06-04,Sedan,67.5,33,40,Yes,Even,8592,2027-10-04
3,75169,195,33,202,Pirelli,791,Rear Right,6.7,29,Tubeless,Summer,T,89,2023-04-27,Good,Highway,2024-08-16,SUV,71.3,35,52,No,Inner,68617,2026-04-26
3,63301,205,34,184,Bridgestone,711,Front Right,5.5,56,Tube-type,Winter,Y,84,2023-01-24,Good,Off-road,2024-09-17,Sedan,74.9,30,27,No,Outer,49727,2026-01-23
4,43347,185,32,238,Apollo,647,Front Right,3.6,30,Tubeless,Winter,H,89,2023-05-20,Good,City,2024-10-15,SUV,74.4,34,65,No,Outer,6032,2027-05-19
6,41079,175,31,216,Apollo,504,Front Left,7.3,31,Tubeless,All-season,T,94,2022-01-13,Needs Check,Mixed,2024-11-20,Truck,65.6,32,30,No,Outer,18382,2028-01-12
3,30049,205,31,206,MRF,732,Rear Left,2.8,48,Tube-type,Winter,V,101,2024-03-02,Good,Mixed,2025-02-14,SUV,73.0,28,33,Yes,Inner,13390,2027-03-02
4,78398,165,35,193,Apollo,425,Rear Left,4.1,55,Tube-type,Summer,H,88,2024-02-19,Good,Mixed,2025-03-26,Sedan,65.7,34,33,No,Center,52846,2028-02-18
7,54766,175,32,231,Apollo,612,Front Right,7.8,32,Tube-type,All-season,V,89,2024-11-10,Needs Check,City,2025-03-25,Hatchback,74.1,29,30,Yes,Even,8327,2031-11-09
6,37061,205,32,197,Bridgestone,646,Rear Right,4.4,79,Tubeless,Winter,V,93,2023-11-24,Misaligned,Mixed,2024-09-21,SUV,74.4,30,63,Yes,Even,638,2029-11-22
7,34119,195,34,233,Apollo,423,Front Right,3.6,44,Tube-type,All-season,H,102,2021-12-16,Needs Check,City,2025-02-05,Sedan,65.6,30,27,Yes,Inner,13410,2028-12-14
5,76383,185,33,218,Continental,425,Rear Right,4.8,49,Tubeless,Winter,W,87,2024-08-03,Good,City,2025-02-18,SUV,66.5,36,80,No,Center,40988,2029-08-02
5,46253,175,35,201,Pirelli,520,Rear Right,2.0,64,Tube-type,Summer,W,94,2023-06-19,Good,Highway,2024-09-02,Truck,65.6,36,48,No,Center,3071,2028-06-17
7,74998,215,34,183,MRF,582,Front Right,6.3,77,Tube-type,All-season,H,87,2023-08-27,Good,City,2025-02-14,Sedan,74.4,31,60,Yes,Inner,24979,2030-08-25
7,35354,215,30,195,MRF,763,Rear Right,5.2,76,Tubeless,Winter,V,103,2023-05-11,Good,Off-road,2024-10-09,Truck,68.3,31,67,No,Outer,23035,2030-05-09
3,45261,195,31,228,Michelin,457,Rear Left,5.7,54,Tubeless,Summer,T,100,2021-02-17,Needs Check,Highway,2024-09-11,Hatchback,72.7,33,52,No,Outer,22298,2024-02-17
3,72261,225,32,192,Bridgestone,445,Rear Left,8.0,51,Tubeless,All-season,V,81,2022-08-05,Good,City,2024-11-14,SUV,71.9,30,61,No,Outer,42853,2025-08-04
4,72081,215,33,212,Continental,702,Front Left,7.2,54,Tube-type,All-season,V,105,2021-02-28,Needs Check,City,2024-08-23,Hatchback,68.5,30,79,No,Outer,8918,2025-02-27
5,64336,215,32,199,Goodyear,560,Front Left,4.1,62,Tubeless,Winter,W,104,2024-06-21,Misaligned,Highway,2024-10-27,SUV,66.5,35,40,Yes,Inner,19376,2029-06-20
4,34415,175,32,182,Goodyear,426,Rear Left,3.9,41,Tubeless,Summer,Y,101,2024-03-31,Good,Off-road,2025-03-27,SUV,72.6,31,39,Yes,Inner,27228,2028-03-30
5,79633,225,31,231,Goodyear,465,Rear Left,5.2,67,Tube-type,Summer,Y,103,2020-12-20,Needs Check,Off-road,2025-05-13,Truck,67.2,36,72,Yes,Even,61,2025-12-19
6,35369,195,34,211,Bridgestone,426,Rear Left,7.9,33,Tubeless,Summer,Y,100,2021-07-14,Misaligned,Mixed,2025-02-28,Truck,69.2,30,34,No,Outer,12805,2027-07-13
5,71036,225,30,231,Continental,456,Front Right,2.1,54,Tube-type,Winter,H,100,2023-12-10,Needs Check,City,2024-09-18,Hatchback,65.8,35,32,No,Even,5927,2028-12-08
7,45510,205,34,230,Pirelli,559,Rear Left,3.9,25,Tubeless,All-season,Y,108,2024-06-23,Misaligned,Off-road,2024-08-09,SUV,73.3,31,55,No,Center,33003,2031-06-22
5,68561,175,34,220,Pirelli,434,Front Right,6.7,70,Tube-type,Winter,V,84,2022-02-20,Needs Check,City,2025-05-02,Hatchback,66.8,31,48,No,Inner,46447,2027-02-19
4,45376,195,31,201,Apollo,714,Front Left,3.6,53,Tube-type,All-season,H,89,2023-06-23,Misaligned,City,2025-05-15,Sedan,69.9,30,71,No,Center,3866,2027-06-22
3,30258,185,34,236,Bridgestone,477,Front Right,6.7,69,Tubeless,Summer,W,97,2021-04-21,Good,Mixed,2025-06-08,Truck,70.9,34,34,No,Inner,14180,2024-04-20
3,46997,225,33,228,Bridgestone,717,Rear Right,4.1,48,Tube-type,Summer,H,98,2021-04-12,Misaligned,Off-road,2024-09-30,SUV,72.9,28,44,Yes,Outer,27840,2024-04-11
7,39687,225,32,237,Goodyear,692,Front Right,4.0,54,Tubeless,Summer,T,82,2021-01-04,Needs Check,Mixed,2024-12-26,Truck,71.8,31,46,Yes,Outer,8471,2028-01-03
4,38158,175,33,226,Continental,598,Front Right,7.9,71,Tube-type,Winter,Y,101,2023-12-20,Misaligned,City,2025-04-25,Sedan,73.9,36,58,Yes,Outer,23438,2027-12-19
5,56457,195,33,218,Continental,660,Front Left,5.5,71,Tubeless,Summer,V,98,2021-05-28,Needs Check,Mixed,2025-02-23,SUV,67.0,33,45,Yes,Even,8327,2026-05-27
4,39913,165,32,184,Continental,633,Front Right,2.5,37,Tubeless,All-season,Y,81,2021-06-20,Misaligned,Mixed,2025-03-20,SUV,70.7,32,50,Yes,Outer,25605,2025-06-19
5,38762,195,33,233,Apollo,442,Rear Left,6.1,29,Tube-type,Summer,T,81,2021-05-19,Good,Off-road,2024-08-23,Truck,73.0,33,63,No,Outer,10667,2026-05-18
3,30555,215,31,203,Bridgestone,636,Front Right,7.7,52,Tube-type,Summer,V,93,2023-05-26,Misaligned,Off-road,2025-02-18,SUV,73.0,32,79,Yes,Even,21225,2026-05-25
5,53693,225,31,218,Apollo,518,Rear Left,5.7,36,Tube-type,Winter,V,92,2022-01-17,Needs Check,Highway,2024-10-11,Truck,67.6,36,46,No,Outer,1900,2027-01-16
4,67454,175,33,192,Continental,655,Rear Right,4.3,75,Tubeless,Summer,T,99,2023-08-28,Misaligned,Highway,2025-05-29,Hatchback,73.2,28,33,Yes,Center,1326,2027-08-27
3,55687,225,31,190,Apollo,786,Rear Right,5.6,33,Tube-type,Winter,V,98,2025-01-12,Needs Check,Mixed,2025-05-02,Truck,69.6,30,41,No,Inner,29644,2028-01-12
7,53899,225,34,211,Michelin,673,Rear Right,4.4,61,Tubeless,Summer,V,98,2020-10-14,Good,Highway,2025-04-02,SUV,71.8,28,29,Yes,Outer,39458,2027-10-13
5,72466,185,34,226,Pirelli,645,Front Left,6.7,29,Tube-type,All-season,V,93,2023-08-15,Misaligned,Highway,2025-06-05,Truck,72.8,34,80,No,Outer,33368,2028-08-13
7,64696,165,32,180,MRF,556,Front Right,3.9,47,Tubeless,All-season,Y,106,2023-02-11,Misaligned,Off-road,2024-12-30,SUV,72.7,29,53,Yes,Center,23997,2030-02-09
7,44225,195,31,188,Continental,510,Rear Right,7.6,51,Tubeless,All-season,Y,102,2023-10-03,Misaligned,City,2024-12-13,Truck,73.3,35,55,Yes,Center,7650,2030-10-01
4,70968,175,35,180,Apollo,768,Front Right,3.3,28,Tubeless,Summer,W,105,2024-01-07,Good,Mixed,2025-02-20,Sedan,73.1,29,67,No,Center,68491,2028-01-06
4,51458,205,32,221,Pirelli,471,Front Left,7.3,79,Tube-type,Winter,W,108,2023-02-18,Misaligned,Mixed,2024-09-19,Truck,73.8,31,72,Yes,Inner,24661,2027-02-17
3,58797,195,31,220,Goodyear,596,Front Left,7.2,42,Tube-type,Summer,V,95,2024-02-28,Misaligned,Highway,2024-09-06,Hatchback,65.8,33,46,Yes,Outer,30002,2027-02-27
5,57969,175,32,214,MRF,716,Rear Right,5.1,38,Tubeless,Winter,Y,97,2022-10-27,Good,City,2025-01-08,SUV,67.0,28,36,Yes,Even,1919,2027-10-26
3,66246,165,33,219,Apollo,413,Front Right,3.0,37,Tube-type,Winter,T,90,2024-11-16,Misaligned,Highway,2024-09-21,SUV,66.7,32,25,Yes,Outer,2474,2027-11-16
4,68487,225,33,212,Continental,591,Rear Right,6.4,26,Tubeless,All-season,Y,95,2022-01-17,Misaligned,Mixed,2025-04-28,Sedan,71.9,28,32,Yes,Even,66349,2026-01-16
5,56307,165,34,230,Continental,497,Rear Left,7.9,43,Tubeless,All-season,V,86,2021-01-31,Misaligned,Highway,2024-09-09,Truck,69.5,36,78,No,Even,10359,2026-01-30
5,52602,215,30,229,Michelin,524,Front Right,5.5,68,Tube-type,All-season,V,108,2023-08-28,Misaligned,City,2025-06-08,Truck,69.7,34,27,Yes,Center,2,2028-08-26
3,74961,185,35,188,Goodyear,644,Front Right,4.9,36,Tube-type,Summer,T,102,2022-06-27,Good,City,2025-04-22,SUV,68.8,32,47,No,Outer,48876,2025-06-26
3,38651,215,34,197,Pirelli,783,Front Right,7.4,74,Tubeless,Summer,T,102,2023-11-14,Good,City,2024-08-27,SUV,65.6,30,54,Yes,Even,20654,2026-11-13
7,70441,195,34,236,Goodyear,613,Rear Left,3.0,77,Tube-type,Winter,H,93,2024-07-28,Good,Highway,2025-02-08,Hatchback,74.0,34,38,Yes,Inner,53656,2031-07-27
4,39888,185,34,198,Goodyear,752,Rear Right,3.1,51,Tube-type,Winter,W,101,2023-06-05,Misaligned,City,2025-02-08,Sedan,67.2,31,36,No,Inner,15563,2027-06-04
3,34280,215,33,233,MRF,538,Front Left,3.3,44,Tube-type,Summer,V,85,2024-10-14,Good,Highway,2025-05-16,SUV,72.7,29,69,Yes,Even,6286,2027-10-14
5,68526,225,35,220,Bridgestone,689,Front Left,5.9,53,Tubeless,Winter,V,97,2022-11-03,Needs Check,Mixed,2024-09-08,SUV,69.2,33,64,Yes,Outer,66898,2027-11-02
3,61142,215,35,208,Apollo,702,Front Left,4.2,37,Tubeless,All-season,Y,103,2021-11-07,Good,Highway,2024-11-13,Hatchback,69.0,33,29,Yes,Outer,18835,2024-11-06
5,34254,195,35,228,Bridgestone,602,Front Left,5.1,25,Tubeless,Summer,T,101,2023-11-16,Needs Check,Off-road,2025-02-15,Sedan,70.8,36,46,No,Inner,12402,2028-11-14
6,34386,185,32,197,Bridgestone,483,Front Left,5.2,65,Tube-type,All-season,T,84,2021-05-07,Needs Check,Mixed,2025-01-31,Truck,71.7,31,77,Yes,Center,14815,2027-05-06
7,52053,195,32,220,Goodyear,792,Front Right,4.3,47,Tube-type,Summer,H,90,2023-01-29,Misaligned,Off-road,2025-05-16,Truck,74.5,34,40,Yes,Outer,36814,2030-01-27
5,52788,195,33,217,MRF,452,Rear Right,4.2,73,Tube-type,Winter,Y,91,2024-07-21,Needs Check,City,2025-02-25,SUV,71.0,35,42,No,Even,11968,2029-07-20
4,38258,225,31,238,MRF,595,Rear Right,7.0,67,Tubeless,Winter,V,100,2021-11-11,Needs Check,Highway,2024-10-15,Truck,71.8,36,55,No,Inner,37243,2025-11-10
6,45560,195,33,203,Michelin,437,Front Right,6.5,80,Tubeless,All-season,W,81,2022-08-21,Good,City,2024-11-11,Truck,67.6,29,53,No,Outer,17764,2028-08-19
4,51409,175,35,212,Michelin,714,Front Left,3.2,33,Tube-type,Summer,T,82,2023-09-01,Misaligned,Mixed,2025-02-01,Truck,69.7,36,56,No,Center,9030,2027-08-31
4,50728,175,34,184,MRF,782,Front Right,4.6,62,Tube-type,Summer,W,102,2021-09-19,Misaligned,Mixed,2025-05-19,Hatchback,69.4,34,35,Yes,Center,49227,2025-09-18
3,34771,225,33,191,Continental,669,Rear Left,6.6,79,Tube-type,Summer,H,108,2024-06-18,Needs Check,Mixed,2024-09-13,SUV,70.6,28,35,Yes,Even,5142,2027-06-18
7,37219,195,35,226,MRF,540,Front Left,4.4,56,Tube-type,Summer,H,101,2021-04-17,Good,Mixed,2024-08-18,Sedan,69.8,35,41,Yes,Center,26707,2028-04-15
5,55899,205,32,211,Continental,792,Rear Left,3.8,77,Tubeless,All-season,T,80,2021-10-02,Needs Check,City,2024-10-28,Hatchback,72.0,32,73,No,Outer,8388,2026-10-01
7,61716,185,31,199,Goodyear,767,Rear Left,7.3,44,Tubeless,Winter,Y,109,2023-07-21,Misaligned,Highway,2025-06-24,Truck,75.0,29,57,Yes,Even,52316,2030-07-19
7,48254,225,31,187,Apollo,723,Rear Left,7.6,40,Tube-type,All-season,H,97,2023-10-08,Good,Mixed,2025-01-18,Sedan,71.7,32,35,No,Outer,33733,2030-10-06
3,54706,185,33,239,Bridgestone,523,Rear Left,7.4,32,Tube-type,All-season,Y,88,2022-06-11,Good,Off-road,2024-09-04,SUV,70.8,33,31,No,Outer,47487,2025-06-10
3,53247,205,32,205,Bridgestone,441,Front Right,6.7,35,Tube-type,Summer,H,94,2022-05-13,Needs Check,Mixed,2024-10-16,Truck,66.1,29,63,No,Center,31264,2025-05-12
3,62761,195,32,238,Apollo,695,Rear Right,2.5,58,Tube-type,All-season,W,90,2021-12-21,Good,City,2024-11-29,Truck,65.2,32,54,No,Outer,13188,2024-12-20
3,45281,185,32,193,MRF,775,Front Left,7.2,49,Tubeless,All-season,Y,104,2024-12-17,Needs Check,Off-road,2025-03-16,Truck,74.1,31,58,Yes,Inner,1263,2027-12-17
5,76401,165,31,187,Pirelli,584,Rear Right,2.6,31,Tube-type,Summer,Y,97,2024-09-06,Good,Off-road,2024-11-23,Sedan,68.3,28,58,Yes,Even,18476,2029-09-05
5,60679,225,30,236,Bridgestone,698,Rear Left,5.5,49,Tube-type,All-season,V,94,2021-12-02,Misaligned,City,2025-03-12,SUV,67.7,29,59,No,Outer,44036,2026-12-01
4,66430,175,35,182,Michelin,463,Front Left,3.8,75,Tubeless,Summer,Y,82,2022-10-02,Good,Highway,2025-04-03,Truck,71.1,32,33,Yes,Even,58564,2026-10-01
6,46977,185,34,217,MRF,783,Front Left,5.0,57,Tubeless,Summer,Y,106,2024-05-23,Needs Check,Off-road,2025-03-27,SUV,68.3,30,57,No,Inner,38823,2030-05-22
7,65412,215,31,234,Michelin,710,Front Right,4.0,66,Tubeless,Winter,V,83,2021-08-27,Good,City,2024-10-23,Truck,65.5,36,66,Yes,Outer,13854,2028-08-25
7,31133,195,31,238,Pirelli,695,Rear Right,7.0,64,Tubeless,All-season,W,81,2021-05-07,Misaligned,City,2024-10-06,Truck,72.7,36,44,No,Even,4100,2028-05-05
7,38657,205,31,229,Apollo,672,Rear Left,5.2,33,Tube-type,Summer,T,83,2025-03-30,Misaligned,Off-road,2024-08-17,Hatchback,70.7,33,31,Yes,Even,13829,2032-03-28
7,33385,225,34,181,Pirelli,543,Rear Right,7.4,38,Tubeless,Winter,V,94,2022-10-27,Misaligned,Off-road,2024-10-08,Hatchback,67.9,35,42,No,Inner,25146,2029-10-25
3,56981,165,30,208,Pirelli,757,Front Right,4.5,54,Tube-type,Summer,T,100,2024-04-08,Needs Check,City,2024-11-01,SUV,69.8,34,42,No,Inner,27543,2027-04-08
4,31299,225,33,237,Apollo,518,Front Right,3.5,44,Tube-type,All-season,Y,99,2023-12-15,Needs Check,Off-road,2025-02-13,Hatchback,68.8,36,44,No,Even,7546,2027-12-14
3,63834,175,30,198,Continental,735,Front Left,2.9,80,Tube-type,Winter,W,97,2021-12-23,Misaligned,Off-road,2025-03-11,SUV,67.0,29,48,No,Center,55754,2024-12-22
3,76161,175,30,234,Apollo,584,Rear Left,2.3,38,Tube-type,Winter,Y,103,2023-01-04,Good,Highway,2025-02-21,Sedan,71.2,30,75,No,Inner,73083,2026-01-03
3,33758,185,34,224,Pirelli,727,Rear Right,4.9,58,Tubeless,Summer,H,95,2020-11-29,Good,City,2025-02-18,Truck,66.7,35,56,Yes,Inner,16187,2023-11-29
5,54725,215,35,203,Pirelli,675,Front Left,2.5,45,Tube-type,Winter,W,94,2022-12-27,Good,Off-road,2025-05-19,Truck,69.5,34,56,Yes,Even,32861,2027-12-26
4,60293,165,31,192,Bridgestone,696,Front Left,2.7,73,Tube-type,Summer,Y,101,2023-05-03,Needs Check,City,2024-10-19,SUV,70.7,30,46,Yes,Even,19887,2027-05-02
3,47412,165,30,237,Continental,597,Front Right,7.1,28,Tubeless,All-season,T,110,2021-04-01,Good,Off-road,2025-05-25,Hatchback,66.0,29,58,No,Even,43478,2024-03-31
4,58032,225,32,207,Continental,414,Rear Left,6.1,39,Tube-type,Summer,T,109,2023-05-08,Needs Check,Highway,2024-09-04,Truck,73.6,36,26,Yes,Center,10148,2027-05-07
